document,Statement,itemname,value,memberstring1,instant,StartDate,EndDate
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,1892754,SewageSystem,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,13464,Equipment,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,13464,Equipment,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,13464,Equipment,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,13464,Equipment,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,1777558,BusinessTypeActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedGross,1777558,BusinessTypeActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsBeingDepreciatedNet,449159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,449159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,449159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsBeingDepreciatedNet,320536,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,320536,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,320536,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsBeingDepreciatedNet,769695,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,769695,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,769695,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CapitalAssetsBeingDepreciatedNet,280600,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,280600,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,280600,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CapitalAssetsBeingDepreciatedNet,39936,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,39936,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,39936,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CapitalAssetsBeingDepreciatedNet,320536,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,320536,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,320536,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsBeingDepreciatedNet,189985,GovernmentalActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,189985,GovernmentalActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,189985,GovernmentalActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsBeingDepreciatedNet,222963,BusinessTypeActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,222963,BusinessTypeActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsBeingDepreciatedNet,222963,BusinessTypeActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNetOfAccumulatedDepreciationAndAmortization,463159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNetOfAccumulatedDepreciationAndAmortization,463159,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNetOfAccumulatedDepreciationAndAmortization,203985,GovernmentalActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNetOfAccumulatedDepreciationAndAmortization,203985,GovernmentalActivities,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsNotBeingDepreciated,14000,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsNotBeingDepreciated,14000,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsNotBeingDepreciated,14000,Land,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CapitalAssetsNotBeingDepreciated,14000,Land,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,Land,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,Land,2018-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CapitalAssetsNotBeingDepreciated,14000,Land,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CapitalAssetsNotBeingDepreciated,14000,Land,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,Land,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,CapitalAssetsNotBeingDepreciated,14000,Land,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CashAndCashEquivalents,954047,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CashAndCashEquivalents,1668461,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CashAndCashEquivalents,2622508,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CashAndCashEquivalents,1051688,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CashAndCashEquivalents,616773,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CashAndCashEquivalents,1668461,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,CashAndCashEquivalentsModifiedAccrual,788962,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,CashAndCashEquivalentsModifiedAccrual,165085,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,CashAndCashEquivalentsModifiedAccrual,954047,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1051688,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1051688,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1051688,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,616773,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,616773,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,616773,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1668461,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1668461,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1668461,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1057492,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1057492,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1057492,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,596710,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,596710,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,596710,,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1654202,ProprietaryFunds,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1654202,ProprietaryFunds,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPerCashFlows,1654202,ProprietaryFunds,,2017-04-01,2018-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPeriodIncreaseDecrease,5804,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPeriodIncreaseDecrease,20063,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,CashAndCashEquivalentsPeriodIncreaseDecrease,14259,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,ChangesInNetPosition,116165,GovernmentalActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,ChangesInNetPosition,234384,PrimaryGovernmentActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Activities,ChangesInNetPosition,118219,BusinessTypeActivities,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,ChargesForServices,112344,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,ChargesForServices,83943,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,ChargesForServices,196287,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",ChargesForServicesAndSalesModifiedAccrual,2750,GeneralFund,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",ChargesForServicesAndSalesModifiedAccrual,2750,GovernmentalFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentAssets,1023831,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentAssets,1685787,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentAssets,2709618,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentAssets,1059861,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentAssets,625926,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentAssets,1685787,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentLiabilities,23981,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentLiabilities,26012,BusinessTypeActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,CurrentLiabilities,49993,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentLiabilities,10763,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentLiabilities,15249,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Net Position,CurrentLiabilities,26012,ProprietaryFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,DepreciationExpense,6655,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,DepreciationExpense,6655,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,DepreciationExpense,6655,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,DepreciationExpense,24432,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,DepreciationExpense,24432,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,DepreciationExpense,24432,,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Revenues Expenses,DepreciationExpense,31087,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Proprietary Funds Cash Flows,DepreciationExpense,31087,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Capital Assets Footnote,DepreciationExpense,31087,ProprietaryFunds,,2018-04-01,2019-03-31
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,DueFromOtherFunds,28,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,DueFromOtherFunds,28,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,DueFromOtherFundsModifiedAccrual,28,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,DueFromOtherFundsModifiedAccrual,28,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,DueFromOtherGovernmentModifiedAccrual,45183,GeneralFund,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,DueFromOtherGovernmentModifiedAccrual,10,,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Governmental Funds Balance Sheet,DueFromOtherGovernmentModifiedAccrual,45193,GovernmentalFunds,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,DueFromOtherGovernments,45193,GovernmentalActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,Statement of Net Position,DueFromOtherGovernments,45193,PrimaryGovernmentActivities,2019-03-31,,
ects/Project-Src/ixbrl/upload/ACFR-XBRL-US-20190331-Annual-Accounts-1.htm,"Governmental Funds Revenues, Expenditures and Changes in Fund Balances",ExcessDeficiencyOfRevenuesOverUnderExpenditures,121376,GeneralFund,,2018-04-01,2019-03-31
